source;target;weight
adru [afraid, dark, scared, threshing floor,];arqu [green, yellow,];0.007
adru [afraid, dark, scared, threshing floor,];Nimru ['Panther', Cygnus, Leopard, Panther (Cygnus),];0.006
adru [afraid, dark, scared, threshing floor,];imēru [donkey, unit,];0.006
adru [afraid, dark, scared, threshing floor,];šahluqtu [destruction,];0.005
adru [afraid, dark, scared, threshing floor,];qatû [come to an end, completed, ended, finish, finished,];0.005
adru [afraid, dark, scared, threshing floor,];mâtu [die,];0.005
adru [afraid, dark, scared, threshing floor,];ittāti [sign,];0.005
adru [afraid, dark, scared, threshing floor,];bītu [house, spending the night, stayed overnight, temple,];0.005
adru [afraid, dark, scared, threshing floor,];lumnu [evil,];0.005
adru [afraid, dark, scared, threshing floor,];adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];0.005
adru [afraid, dark, scared, threshing floor,];idu [arm,];0.005
adru [afraid, dark, scared, threshing floor,];barārītu [dusk,];0.005
adru [afraid, dark, scared, threshing floor,];niphu [(act of) lighting, (the act of) lighting,];0.005
adru [afraid, dark, scared, threshing floor,];Šinunutu ['Swallo star' (part of Pisces), 'Swallow star' (part of Pisces), Swallow,];0.005
adru [afraid, dark, scared, threshing floor,];qablīti [middle watch,];0.005
adru [afraid, dark, scared, threshing floor,];innamir [appear,];0.005
adru [afraid, dark, scared, threshing floor,];pirsu [weaned,];0.005
adru [afraid, dark, scared, threshing floor,];innamrū [appear, see,];0.004
adru [afraid, dark, scared, threshing floor,];šegû [be(come) wild, wild,];0.004
adru [afraid, dark, scared, threshing floor,];alaktu [way,];0.004
adru [afraid, dark, scared, threshing floor,];lumnu&&libbu [evil&&interior, misdeed&&interior,];0.004
adru [afraid, dark, scared, threshing floor,];šakānu [put,];0.004
adru [afraid, dark, scared, threshing floor,];Sin [Month of the God Sin,];0.004
adru [afraid, dark, scared, threshing floor,];Niru ['Yoke star', 'yoke-star', Boötes, Yoke,];0.004
adru [afraid, dark, scared, threshing floor,];bibbu [(a kind of wild sheep), planet,];0.004
adru [afraid, dark, scared, threshing floor,];tadānu [give,];0.004
adru [afraid, dark, scared, threshing floor,];tillatu [auxiliaries, help, vine,];0.004
adru [afraid, dark, scared, threshing floor,];ša-muhhi-bēti [overseer of the household,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];iltāni [north,];0.019
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šūti [south,];0.016
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šadî [east,];0.016
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šalgu [snow,];0.012
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šuribatu [terror?,];0.011
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šuttinnu [bat,];0.011
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];huliam [helmet,];0.011
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];antallû [eclipse,];0.01
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šāt&&urri [who(m)&&daytime,];0.009
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];0.009
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];tāhāzu [battle,];0.009
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];sariyam [(coat of) armour,];0.009
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];idu [arm,];0.008
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];iltānu [north, north wind,];0.008
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];zakû [be(come) clear, clear, pure,];0.007
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];halluptu [armour,];0.007
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];tību [arousal, attack,];0.007
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];nigiṣṣu [crack,];0.007
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];Nagite-raqqi_P [?];0.007
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šurīnu [(divine) emblem,];0.006
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];purussû [(legal) decision, decision, verdict,];0.006
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];entu [high priestess, priestess,];0.006
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];apāru [cover the head,];0.006
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];lazzu [enduring,];0.006
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];sipittu [mourning (rites),];0.006
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];adru [afraid, dark, scared, threshing floor,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];ahāru [be behind, be(come) behind,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];lumnu&&libbu [evil&&interior, misdeed&&interior,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];kabāru [be(come) thick,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];Ništun_P [?];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šapṣu [recalcitant, recalcitrant, recalcitrant one,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];halālu [creep, pipe,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];Elunu [Elunu,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];Iadnana_P [?];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];rapāsu [beat,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];urinnu [eagle, standard,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];pūru [(stone) bowl, lot,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šadû [(a mineral component of glaze), east, east wind, mountain, mountain(s),];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];ṣabātu [seize,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];namurratu [awe-inspiring radiance,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];Paqarahubunu_P [?];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];ezzu [furious,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];herṣu [fragment,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];illatu [band,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];naprušu [fly,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];supû [(meaning uncertain), prayer,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];ṣāltu [combat,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];natbāku [pouring,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];mupparšu [flying, flying one,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];napšu [life, plucked, wide,];0.004
aggu [furious,];rêmu [be merciful, be(come) merciful,];0.026
aggu [furious,];Ištar-Kakkabi [?];0.026
aggu [furious,];nâhu [(meaning unknown), rest,];0.022
aggu [furious,];aggu [furious,];0.019
aggu [furious,];kabattu [liver,];0.015
aggu [furious,];pašāhu [be(come) at rest, cool down,];0.011
aggu [furious,];arāru [be(come) convulsed, curse,];0.01
aggu [furious,];pašāru [loosen, release,];0.008
aggu [furious,];mehretu [opposite side,];0.006
aggu [furious,];ištaru [goddess,];0.005
aggu [furious,];salīmu [peace,];0.005
aggu [furious,];rēmu [womb,];0.005
aggu [furious,];takālu [trust,];0.005
aggu [furious,];libbu [(a kind of bread), inner body, interior,];0.004
aggu [furious,];palāsu [look, look (at), look at, see,];0.004
aggu [furious,];Ištar [?];0.003
aggu [furious,];šakānu [put,];0.003
aggu [furious,];rašû [acquire, acquired, be(come) red, possessing,];0.003
aggu [furious,];palû [(meaning uncertain), period of office, reign, reign (of a king),];0.003
aggu [furious,];dīnu [legal decision,];0.002
aggu [furious,];šattu [year,];0.002
aggu [furious,];napištu [throat,];0.002
aggu [furious,];qabû [said, say, speech, spoken,];0.001
aggu [furious,];ilu [god,];0.001
aggu [furious,];Aššur [?];0.001
aggu [furious,];šarru [bent, king,];0.0
aggu [furious,];PERSON [?];0.0
agāgu [be(come) furious,];ṣarāhu [cry out, flare, heat up, light up, send,];0.012
agāgu [be(come) furious,];ezēzu [be(come) angry,];0.012
agāgu [be(come) furious,];šagāmu [roar,];0.012
agāgu [be(come) furious,];erpetu [cloud,];0.01
agāgu [be(come) furious,];kabattu [liver,];0.008
agāgu [be(come) furious,];rihṣu [destruction, devastation, flood(ing),];0.008
agāgu [be(come) furious,];sapānu [flatten,];0.007
agāgu [be(come) furious,];epištu [deed,];0.006
agāgu [be(come) furious,];Erra [?];0.005
agāgu [be(come) furious,];nisiqtu [selection,];0.005
agāgu [be(come) furious,];Marduk [?];0.004
agāgu [be(come) furious,];dekû [raise, raised,];0.004
agāgu [be(come) furious,];nēšu [lion,];0.004
agāgu [be(come) furious,];halāqu [(be) lost, be(come) lost,];0.003
agāgu [be(come) furious,];šubtu [dwelling, seat,];0.003
agāgu [be(come) furious,];Ninua_P [?];0.003
agāgu [be(come) furious,];kapādu [plan,];0.003
agāgu [be(come) furious,];Enlil [?];0.002
agāgu [be(come) furious,];ilu [god,];0.002
agāgu [be(come) furious,];libbu [(a kind of bread), inner body, interior,];0.002
agāgu [be(come) furious,];tebû [arise, arisen, get up, rising,];0.002
agāgu [be(come) furious,];šâlu [ask, rejoice,];0.002
agāgu [be(come) furious,];qerbu [center, centre, middle, near,];0.002
agāgu [be(come) furious,];pīhātu [post, province, responsibility,];0.002
agāgu [be(come) furious,];abnu [stone,];0.002
agāgu [be(come) furious,];Elamtu_P [?];0.002
agāgu [be(come) furious,];pašāru [loosen, release,];0.002
agāgu [be(come) furious,];šanû [(an)other, (an)other one, be changed, be(come) changed, be(come) different, do twice, second, second one, sluice,];0.002
agāgu [be(come) furious,];emūqu [strength,];0.002
agāgu [be(come) furious,];ṣīru [envoy, exalted, exalted one,];0.002
agāgu [be(come) furious,];Aššur [?];0.002
agāgu [be(come) furious,];dannu [(large)vat, strong, strong one,];0.002
agāgu [be(come) furious,];rubû [prince, ruler,];0.001
agāgu [be(come) furious,];epēšu [do,];0.001
agāgu [be(come) furious,];nišu [people,];0.001
agāgu [be(come) furious,];qabû [said, say, speech, spoken,];0.001
agāgu [be(come) furious,];šakānu [put,];0.001
agāgu [be(come) furious,];bēlu [lord,];0.001
agāgu [be(come) furious,];rabû [be(come) big, big, big one, fourth, great, great one, set, to be big,];0.001
agāgu [be(come) furious,];mātu [land, sacred precinct?,];0.001
agāgu [be(come) furious,];ROYALTY [?];0.001
agāgu [be(come) furious,];wabālu [bring, carry,];0.001
agāgu [be(come) furious,];kaspu [broken, silver,];0.001
agāgu [be(come) furious,];hurāṣu [gold,];0.001
agāgu [be(come) furious,];Babili_P [?];0.001
agāgu [be(come) furious,];alāku [go, multiply, travel,];0.001
agāgu [be(come) furious,];Ištar [?];0.001
agāgu [be(come) furious,];qātu [hand,];0.001
ezzu [furious,];kakku [stick, weapon,];0.014
ezzu [furious,];šumru [fury,];0.012
ezzu [furious,];šamru [furious,];0.011
ezzu [furious,];Girra [?];0.011
ezzu [furious,];allallu [(a kind of bird), powerful,];0.011
ezzu [furious,];hamuttu [haste,];0.009
ezzu [furious,];tību [arousal, attack,];0.009
ezzu [furious,];mušamqitu [one who brings to fall, one who overthrows,];0.009
ezzu [furious,];ziāqu [blow,];0.007
ezzu [furious,];tāhāzu [battle,];0.007
ezzu [furious,];suhhurtu [retreat,];0.007
ezzu [furious,];gitmālu [perfect, perfect one, perfect(?), perfection,];0.006
ezzu [furious,];Sumuqan [?];0.006
ezzu [furious,];lābu [lion,];0.006
ezzu [furious,];namurratu [awe-inspiring radiance,];0.006
ezzu [furious,];kaškaššu [all powerful, all powerful one, all-powerful, all-powerful one,];0.006
ezzu [furious,];tinūru [oven,];0.006
ezzu [furious,];ayyābu [enemy,];0.006
ezzu [furious,];abūbu [flood,];0.006
ezzu [furious,];nêʾu [turn back,];0.006
ezzu [furious,];tubqu [(outer) corner, corner,];0.006
ezzu [furious,];šibirru [shepherd's staff,];0.006
ezzu [furious,];babālu [carry,];0.006
ezzu [furious,];muʾabbitu [destroyer, one who destroys,];0.005
ezzu [furious,];rīmu [wild bull,];0.005
ezzu [furious,];mulmullu [arrow,];0.005
ezzu [furious,];qardu [hero, valiant, valiant one,];0.005
ezzu [furious,];melemmu [fearsome radiance,];0.005
ezzu [furious,];qardūtu [heroism,];0.005
ezzu [furious,];qamû [burn, burn (up),];0.005
ezzu [furious,];mehû [storm,];0.005
ezzu [furious,];qālû [one who burns, roasting (oven),];0.005
ezzu [furious,];arāhu [devour, hasten,];0.005
ezzu [furious,];šarāku [present, suppurate,];0.005
ezzu [furious,];urigallu [(divine) standard, standard,];0.005
ezzu [furious,];šitmuru [praised, very wild,];0.005
ezzu [furious,];hâlu [melt (away),];0.005
ezzu [furious,];nāšû [bearer, bearing,];0.005
ezzu [furious,];šuttinnu [bat,];0.005
ezzu [furious,];halālu [creep, pipe,];0.005
ezzu [furious,];parāru [be(come) dissolved, break up,];0.005
ezzu [furious,];nēšu [lion,];0.004
ezzu [furious,];idu [arm,];0.004
ezzu [furious,];tamhāru [battle,];0.004
ezzu [furious,];imhullu [destructive wind,];0.004
ezzu [furious,];šāru [unit, wind,];0.004
ezzu [furious,];ezzu [furious,];0.004
ezzu [furious,];qarrādu [hero, warlike,];0.004
ezzu [furious,];Anunnaki [?];0.004
ezzu [furious,];lemnu [bad, bad one, evil, evil one,];0.004
ezēzu [be(come) angry,];nīdu [(meaning uncertain), cumulus cloud, l(a)ying, l(a)ying (down),];0.019
ezēzu [be(come) angry,];erhu [aggressive,];0.017
ezēzu [be(come) angry,];agāgu [be(come) furious,];0.012
ezēzu [be(come) angry,];purruku [blocked, lying across,];0.01
ezēzu [be(come) angry,];šulû [street,];0.007
ezēzu [be(come) angry,];sakāpu [push down, rest,];0.006
ezēzu [be(come) angry,];hašû [crush, lung(s), thyme?,];0.005
ezēzu [be(come) angry,];būšānu [bad smell,];0.005
ezēzu [be(come) angry,];ṣarāhu [cry out, flare, heat up, light up, send,];0.005
ezēzu [be(come) angry,];kabattu [liver,];0.005
ezēzu [be(come) angry,];hamṭu [flaming, hot, quick,];0.005
ezēzu [be(come) angry,];migru [consent,];0.004
ezēzu [be(come) angry,];ṣehēru [be(come) small,];0.004
ezēzu [be(come) angry,];napāhu [blow, rise,];0.004
ezēzu [be(come) angry,];marāṣu [be(come) ill,];0.004
ezēzu [be(come) angry,];Sagmegar [Jupiter,];0.004
ezēzu [be(come) angry,];ilu [god,];0.003
ezēzu [be(come) angry,];Elamtu_P [?];0.003
ezēzu [be(come) angry,];palû [(meaning uncertain), period of office, reign, reign (of a king),];0.003
ezēzu [be(come) angry,];libbu [(a kind of bread), inner body, interior,];0.003
ezēzu [be(come) angry,];mâtu [die,];0.003
ezēzu [be(come) angry,];kakku [stick, weapon,];0.003
ezēzu [be(come) angry,];ekēmu [remove, take away,];0.003
ezēzu [be(come) angry,];patru [knife, sword,];0.003
ezēzu [be(come) angry,];Anu [?];0.002
ezēzu [be(come) angry,];Ea [?];0.002
ezēzu [be(come) angry,];Marduk [?];0.002
ezēzu [be(come) angry,];abātu [destroy, run away,];0.002
ezēzu [be(come) angry,];peṣû [be(come) white, white,];0.002
ezēzu [be(come) angry,];bašû [be, be (at hand), be(come at hand), exist, existing,];0.002
ezēzu [be(come) angry,];mātu [land, sacred precinct?,];0.002
ezēzu [be(come) angry,];Šamaš [?];0.002
ezēzu [be(come) angry,];rabû [be(come) big, big, big one, fourth, great, great one, set, to be big,];0.002
ezēzu [be(come) angry,];Enlil [?];0.002
ezēzu [be(come) angry,];Esagil_P [?];0.002
ezēzu [be(come) angry,];rašû [acquire, acquired, be(come) red, possessing,];0.002
ezēzu [be(come) angry,];nišu [people,];0.002
ezēzu [be(come) angry,];pašāru [loosen, release,];0.002
ezēzu [be(come) angry,];pû [chaff, mouth,];0.002
ezēzu [be(come) angry,];šamû [heaven, rain, sky,];0.002
ezēzu [be(come) angry,];ṣēru [back,];0.002
ezēzu [be(come) angry,];gamāru [bring to conclusion, complete,];0.002
ezēzu [be(come) angry,];parzillu [(a stone or bead), iron,];0.002
ezēzu [be(come) angry,];šakkanakku [(military) governor,];0.002
ezēzu [be(come) angry,];rēʾû [shepherd,];0.002
ezēzu [be(come) angry,];šittu [excrement, remnant, sleep,];0.002
ezēzu [be(come) angry,];pagru [body,];0.002
ezēzu [be(come) angry,];sūqu [street,];0.002
ezēzu [be(come) angry,];Arbail_P [?];0.002
ezēzu [be(come) angry,];Bel [?];0.002
galātu [tremble,];galātu [tremble,];0.03
galātu [tremble,];daʾmu [dark,];0.013
galātu [tremble,];sakālu [acquire, balk,];0.009
galātu [tremble,];bašāmu [allocate, create, sackcloth,];0.006
galātu [tremble,];awīlu [man,];0.005
galātu [tremble,];palāhu [be(come) afraid, fear,];0.005
galātu [tremble,];nâlu [lie down, lie down (to sleep),];0.005
galātu [tremble,];bāštu [dignity,];0.005
galātu [tremble,];nabāṭu [be(come) bright,];0.005
galātu [tremble,];mayyālu [bed,];0.004
galātu [tremble,];rabāṣu [lie down, sit,];0.004
galātu [tremble,];maqātu [fall,];0.004
galātu [tremble,];bārtu [rebellion, revolt,];0.004
galātu [tremble,];antallû [eclipse,];0.004
galātu [tremble,];patru [knife, sword,];0.004
galātu [tremble,];šēpu [foot,];0.003
galātu [tremble,];ṣerru [enmity, snake, socket for doorpost,];0.003
galātu [tremble,];rašû [acquire, acquired, be(come) red, possessing,];0.003
galātu [tremble,];magāru [consent,];0.003
galātu [tremble,];ramāku [bathe, bathe oneself,];0.003
galātu [tremble,];šakānu [put,];0.003
galātu [tremble,];šahû [(meaning unknown), pig,];0.003
galātu [tremble,];agû [tiara, wave,];0.003
galātu [tremble,];lišānu [tongue,];0.003
galātu [tremble,];šarāhu [take pride in, take pride in something,];0.003
galātu [tremble,];awīlūtu [humanity, mankind,];0.003
galātu [tremble,];parzillu [(a stone or bead), iron,];0.003
galātu [tremble,];qātu [hand,];0.002
galātu [tremble,];tebû [arise, arisen, get up, rising,];0.002
galātu [tremble,];napāhu [blow, rise,];0.002
galātu [tremble,];hīpu [break, break(age), purified,];0.002
galātu [tremble,];ṭiābu [be(come) good,];0.002
galātu [tremble,];dâku [kill, killed,];0.002
galātu [tremble,];ṣalmu [black, black one, effigy, image,];0.002
galātu [tremble,];narkabtu [chariot,];0.002
galātu [tremble,];pû [chaff, mouth,];0.002
galātu [tremble,];mūšu [night,];0.002
galātu [tremble,];šamšu [sun,];0.002
galātu [tremble,];rēšu [head,];0.001
galātu [tremble,];muhhu [skull,];0.001
galātu [tremble,];bītu [house, spending the night, stayed overnight, temple,];0.001
galātu [tremble,];mû [water,];0.001
galātu [tremble,];ūmu [day, storm(-demon),];0.001
galātu [tremble,];šarru [bent, king,];0.001
galātu [tremble,];mātu [land, sacred precinct?,];0.001
galātu [tremble,];kašādu [reach,];0.001
galātu [tremble,];abu [father,];0.001
galātu [tremble,];bēlu [lord,];0.001
galātu [tremble,];pānu [front, unit,];0.001
galātu [tremble,];libbu [(a kind of bread), inner body, interior,];0.001
gilittu [terror,];pirittu [terror,];0.038
gilittu [terror,];ašuštu [affliction,];0.02
gilittu [terror,];arurtu [famine,];0.019
gilittu [terror,];nakādu [beat,];0.018
gilittu [terror,];hūṣu [pain,];0.016
gilittu [terror,];adirtu [fear, gloominess,];0.016
gilittu [terror,];šahṭu [attacking, formed, jumped, stripped,];0.015
gilittu [terror,];māru&&bārû [son&&diviner,];0.011
gilittu [terror,];mūšu [night,];0.01
gilittu [terror,];niqittu [anxiety, retaliation,];0.009
gilittu [terror,];tamītu [oath,];0.009
gilittu [terror,];parādu [be(come) fearful, be(come) scared, separate oneself,];0.009
gilittu [terror,];aršu [dirty,];0.009
gilittu [terror,];labšu [clothed,];0.009
gilittu [terror,];hātu [terror, the sign HAD₂,];0.008
gilittu [terror,];nashu [deportee, torn, torn out,];0.008
gilittu [terror,];nissatu [wailing,];0.007
gilittu [terror,];gilittu [terror,];0.006
gilittu [terror,];ṣubātu [textile,];0.006
gilittu [terror,];ginû [child, regular contribution, regular contribution (to temple),];0.006
gilittu [terror,];kūnu [be(come) permanent, firm, firmness,];0.006
gilittu [terror,];arratu [curse,];0.005
gilittu [terror,];šatû [drink, knotted,];0.005
gilittu [terror,];šupêlu [exchange,];0.005
gilittu [terror,];hīpu [break, break(age), purified,];0.004
gilittu [terror,];pašāšu [anoint,];0.004
gilittu [terror,];enû [change, changed, overturned,];0.004
gilittu [terror,];nahāsu [(re)cede,];0.003
gilittu [terror,];šahāṭu [be(come) angry, jump, jump (on), tear away,];0.003
gilittu [terror,];amāru [appear, experience, see,];0.003
gilittu [terror,];pû [chaff, mouth,];0.003
gilittu [terror,];ardu [slave,];0.003
gilittu [terror,];luʾʾû [sullied, sully,];0.003
gilittu [terror,];akālu [eat, hurt,];0.003
gilittu [terror,];adānu [fixed date, fixed time,];0.002
gilittu [terror,];rigmu [voice,];0.002
gilittu [terror,];šemû [accept (prayer), hear, heard, hearing, informed,];0.002
gilittu [terror,];palāhu [be(come) afraid, fear,];0.002
gilittu [terror,];libbu [(a kind of bread), inner body, interior,];0.002
gilittu [terror,];Elamtu_P [?];0.002
gilittu [terror,];ummānu [army, military force,];0.002
gilittu [terror,];maqātu [fall,];0.002
gilittu [terror,];lapātu [touch,];0.002
gilittu [terror,];alāku [go, multiply, travel,];0.001
gilittu [terror,];šulmu [completeness, well-being,];0.001
gilittu [terror,];qû [(a capacity measure), flax, unit,];0.001
gilittu [terror,];ṭūbu [goodness,];0.001
gilittu [terror,];šakānu [put,];0.001
gilittu [terror,];qātu [hand,];0.001
gilittu [terror,];bītu [house, spending the night, stayed overnight, temple,];0.0
kimiltu [wrath,];ridâtu [persecution,];0.017
kimiltu [wrath,];pašāru [loosen, release,];0.008
kimiltu [wrath,];ilu [god,];0.006
kimiltu [wrath,];Zappu [Bristle, Pleiades,];0.005
kimiltu [wrath,];magir [favourable,];0.005
kimiltu [wrath,];wardu [slave,];0.004
kimiltu [wrath,];awīlu [man,];0.004
kimiltu [wrath,];ištaru [goddess,];0.004
kimiltu [wrath,];halāqu [(be) lost, be(come) lost,];0.003
kimiltu [wrath,];palāsu [look, look (at), look at, see,];0.003
kimiltu [wrath,];adānu [fixed date, fixed time,];0.003
kimiltu [wrath,];ūmu [day, storm(-demon),];0.003
kimiltu [wrath,];Marduk [?];0.003
