source;target;weight
adru [afraid, dark, scared, threshing floor,];arqu [green, yellow,];0.007
adru [afraid, dark, scared, threshing floor,];Nimru ['Panther', Cygnus, Leopard, Panther (Cygnus),];0.006
adru [afraid, dark, scared, threshing floor,];imēru [donkey, unit,];0.006
adru [afraid, dark, scared, threshing floor,];šahluqtu [destruction,];0.005
adru [afraid, dark, scared, threshing floor,];qatû [come to an end, completed, ended, finish, finished,];0.005
adru [afraid, dark, scared, threshing floor,];mâtu [die,];0.005
adru [afraid, dark, scared, threshing floor,];ittāti [sign,];0.005
adru [afraid, dark, scared, threshing floor,];bītu [house, spending the night, stayed overnight, temple,];0.005
adru [afraid, dark, scared, threshing floor,];lumnu [evil,];0.005
adru [afraid, dark, scared, threshing floor,];adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];0.005
adru [afraid, dark, scared, threshing floor,];idu [arm,];0.005
adru [afraid, dark, scared, threshing floor,];barārītu [dusk,];0.005
adru [afraid, dark, scared, threshing floor,];niphu [(act of) lighting, (the act of) lighting,];0.005
adru [afraid, dark, scared, threshing floor,];Šinunutu ['Swallo star' (part of Pisces), 'Swallow star' (part of Pisces), Swallow,];0.005
adru [afraid, dark, scared, threshing floor,];qablīti [middle watch,];0.005
adru [afraid, dark, scared, threshing floor,];innamir [appear,];0.005
adru [afraid, dark, scared, threshing floor,];pirsu [weaned,];0.005
adru [afraid, dark, scared, threshing floor,];innamrū [appear, see,];0.004
adru [afraid, dark, scared, threshing floor,];šegû [be(come) wild, wild,];0.004
adru [afraid, dark, scared, threshing floor,];alaktu [way,];0.004
adru [afraid, dark, scared, threshing floor,];lumnu&&libbu [evil&&interior, misdeed&&interior,];0.004
adru [afraid, dark, scared, threshing floor,];šakānu [put,];0.004
adru [afraid, dark, scared, threshing floor,];Sin [Month of the God Sin,];0.004
adru [afraid, dark, scared, threshing floor,];Niru ['Yoke star', 'yoke-star', Boötes, Yoke,];0.004
adru [afraid, dark, scared, threshing floor,];bibbu [(a kind of wild sheep), planet,];0.004
adru [afraid, dark, scared, threshing floor,];tadānu [give,];0.004
adru [afraid, dark, scared, threshing floor,];tillatu [auxiliaries, help, vine,];0.004
adru [afraid, dark, scared, threshing floor,];ša-muhhi-bēti [overseer of the household,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];iltāni [north,];0.019
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šūti [south,];0.016
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šadî [east,];0.016
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šalgu [snow,];0.012
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šuribatu [terror?,];0.011
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šuttinnu [bat,];0.011
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];huliam [helmet,];0.011
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];antallû [eclipse,];0.01
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šāt&&urri [who(m)&&daytime,];0.009
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];0.009
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];tāhāzu [battle,];0.009
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];sariyam [(coat of) armour,];0.009
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];idu [arm,];0.008
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];iltānu [north, north wind,];0.008
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];zakû [be(come) clear, clear, pure,];0.007
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];halluptu [armour,];0.007
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];tību [arousal, attack,];0.007
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];nigiṣṣu [crack,];0.007
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];Nagite-raqqi_P [?];0.007
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šurīnu [(divine) emblem,];0.006
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];purussû [(legal) decision, decision, verdict,];0.006
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];entu [high priestess, priestess,];0.006
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];apāru [cover the head,];0.006
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];lazzu [enduring,];0.006
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];sipittu [mourning (rites),];0.006
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];adru [afraid, dark, scared, threshing floor,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];ahāru [be behind, be(come) behind,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];lumnu&&libbu [evil&&interior, misdeed&&interior,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];kabāru [be(come) thick,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];Ništun_P [?];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šapṣu [recalcitant, recalcitrant, recalcitrant one,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];halālu [creep, pipe,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];Elunu [Elunu,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];Iadnana_P [?];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];rapāsu [beat,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];urinnu [eagle, standard,];0.005
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];pūru [(stone) bowl, lot,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];šadû [(a mineral component of glaze), east, east wind, mountain, mountain(s),];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];ṣabātu [seize,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];namurratu [awe-inspiring radiance,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];Paqarahubunu_P [?];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];ezzu [furious,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];herṣu [fragment,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];illatu [band,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];naprušu [fly,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];supû [(meaning uncertain), prayer,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];ṣāltu [combat,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];natbāku [pouring,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];mupparšu [flying, flying one,];0.004
adāru [(a tree), be(come) afraid, be(come) afraid (of), be(come) afraid of, be(come) dark,];napšu [life, plucked, wide,];0.004
galātu [tremble,];galātu [tremble,];0.03
galātu [tremble,];daʾmu [dark,];0.013
galātu [tremble,];sakālu [acquire, balk,];0.009
galātu [tremble,];bašāmu [allocate, create, sackcloth,];0.006
galātu [tremble,];awīlu [man,];0.005
galātu [tremble,];palāhu [be(come) afraid, fear,];0.005
galātu [tremble,];nâlu [lie down, lie down (to sleep),];0.005
galātu [tremble,];bāštu [dignity,];0.005
galātu [tremble,];nabāṭu [be(come) bright,];0.005
galātu [tremble,];mayyālu [bed,];0.004
galātu [tremble,];rabāṣu [lie down, sit,];0.004
galātu [tremble,];maqātu [fall,];0.004
galātu [tremble,];bārtu [rebellion, revolt,];0.004
galātu [tremble,];antallû [eclipse,];0.004
galātu [tremble,];patru [knife, sword,];0.004
galātu [tremble,];šēpu [foot,];0.003
galātu [tremble,];ṣerru [enmity, snake, socket for doorpost,];0.003
galātu [tremble,];rašû [acquire, acquired, be(come) red, possessing,];0.003
galātu [tremble,];magāru [consent,];0.003
galātu [tremble,];ramāku [bathe, bathe oneself,];0.003
galātu [tremble,];šakānu [put,];0.003
galātu [tremble,];šahû [(meaning unknown), pig,];0.003
galātu [tremble,];agû [tiara, wave,];0.003
galātu [tremble,];lišānu [tongue,];0.003
galātu [tremble,];šarāhu [take pride in, take pride in something,];0.003
galātu [tremble,];awīlūtu [humanity, mankind,];0.003
galātu [tremble,];parzillu [(a stone or bead), iron,];0.003
galātu [tremble,];qātu [hand,];0.002
galātu [tremble,];tebû [arise, arisen, get up, rising,];0.002
galātu [tremble,];napāhu [blow, rise,];0.002
galātu [tremble,];hīpu [break, break(age), purified,];0.002
galātu [tremble,];ṭiābu [be(come) good,];0.002
galātu [tremble,];dâku [kill, killed,];0.002
galātu [tremble,];ṣalmu [black, black one, effigy, image,];0.002
galātu [tremble,];narkabtu [chariot,];0.002
galātu [tremble,];pû [chaff, mouth,];0.002
galātu [tremble,];mūšu [night,];0.002
galātu [tremble,];šamšu [sun,];0.002
galātu [tremble,];rēšu [head,];0.001
galātu [tremble,];muhhu [skull,];0.001
galātu [tremble,];bītu [house, spending the night, stayed overnight, temple,];0.001
galātu [tremble,];mû [water,];0.001
galātu [tremble,];ūmu [day, storm(-demon),];0.001
galātu [tremble,];šarru [bent, king,];0.001
galātu [tremble,];mātu [land, sacred precinct?,];0.001
galātu [tremble,];kašādu [reach,];0.001
galātu [tremble,];abu [father,];0.001
galātu [tremble,];bēlu [lord,];0.001
galātu [tremble,];pānu [front, unit,];0.001
galātu [tremble,];libbu [(a kind of bread), inner body, interior,];0.001
gilittu [terror,];pirittu [terror,];0.038
gilittu [terror,];ašuštu [affliction,];0.02
gilittu [terror,];arurtu [famine,];0.019
gilittu [terror,];nakādu [beat,];0.018
gilittu [terror,];hūṣu [pain,];0.016
gilittu [terror,];adirtu [fear, gloominess,];0.016
gilittu [terror,];šahṭu [attacking, formed, jumped, stripped,];0.015
gilittu [terror,];māru&&bārû [son&&diviner,];0.011
gilittu [terror,];mūšu [night,];0.01
gilittu [terror,];niqittu [anxiety, retaliation,];0.009
gilittu [terror,];tamītu [oath,];0.009
gilittu [terror,];parādu [be(come) fearful, be(come) scared, separate oneself,];0.009
gilittu [terror,];aršu [dirty,];0.009
gilittu [terror,];labšu [clothed,];0.009
gilittu [terror,];hātu [terror, the sign HAD₂,];0.008
gilittu [terror,];nashu [deportee, torn, torn out,];0.008
gilittu [terror,];nissatu [wailing,];0.007
gilittu [terror,];gilittu [terror,];0.006
gilittu [terror,];ṣubātu [textile,];0.006
gilittu [terror,];ginû [child, regular contribution, regular contribution (to temple),];0.006
gilittu [terror,];kūnu [be(come) permanent, firm, firmness,];0.006
gilittu [terror,];arratu [curse,];0.005
gilittu [terror,];šatû [drink, knotted,];0.005
gilittu [terror,];šupêlu [exchange,];0.005
gilittu [terror,];hīpu [break, break(age), purified,];0.004
gilittu [terror,];pašāšu [anoint,];0.004
gilittu [terror,];enû [change, changed, overturned,];0.004
gilittu [terror,];nahāsu [(re)cede,];0.003
gilittu [terror,];šahāṭu [be(come) angry, jump, jump (on), tear away,];0.003
gilittu [terror,];amāru [appear, experience, see,];0.003
gilittu [terror,];pû [chaff, mouth,];0.003
gilittu [terror,];ardu [slave,];0.003
gilittu [terror,];luʾʾû [sullied, sully,];0.003
gilittu [terror,];akālu [eat, hurt,];0.003
gilittu [terror,];adānu [fixed date, fixed time,];0.002
gilittu [terror,];rigmu [voice,];0.002
gilittu [terror,];šemû [accept (prayer), hear, heard, hearing, informed,];0.002
gilittu [terror,];palāhu [be(come) afraid, fear,];0.002
gilittu [terror,];libbu [(a kind of bread), inner body, interior,];0.002
gilittu [terror,];Elamtu_P [?];0.002
gilittu [terror,];ummānu [army, military force,];0.002
gilittu [terror,];maqātu [fall,];0.002
gilittu [terror,];lapātu [touch,];0.002
gilittu [terror,];alāku [go, multiply, travel,];0.001
gilittu [terror,];šulmu [completeness, well-being,];0.001
gilittu [terror,];qû [(a capacity measure), flax, unit,];0.001
gilittu [terror,];ṭūbu [goodness,];0.001
gilittu [terror,];šakānu [put,];0.001
gilittu [terror,];qātu [hand,];0.001
gilittu [terror,];bītu [house, spending the night, stayed overnight, temple,];0.0
palhu [fearful, fearful one, fearsome, fearsome one,];šutadduru [constantly terrified,];0.029
palhu [fearful, fearful one, fearsome, fearsome one,];Muskaya_E [?];0.012
palhu [fearful, fearful one, fearsome, fearsome one,];adru [afraid, dark, scared, threshing floor,];0.009
palhu [fearful, fearful one, fearsome, fearsome one,];idāti [ominous condition,];0.008
palhu [fearful, fearful one, fearsome, fearsome one,];ittāti [sign,];0.007
palhu [fearful, fearful one, fearsome, fearsome one,];putuqqu [constantly attentive, regularly attentive,];0.007
palhu [fearful, fearful one, fearsome, fearsome one,];ēdēnû [single,];0.007
palhu [fearful, fearful one, fearsome, fearsome one,];wašru [submissive, submissive one,];0.006
palhu [fearful, fearful one, fearsome, fearsome one,];sissiktu [hem,];0.006
palhu [fearful, fearful one, fearsome, fearsome one,];emqu [wise, wise one,];0.006
palhu [fearful, fearful one, fearsome, fearsome one,];rāšû [affected, creditor, one who acquires, owner, rich,];0.006
palhu [fearful, fearful one, fearsome, fearsome one,];niqittu [anxiety, retaliation,];0.006
palhu [fearful, fearful one, fearsome, fearsome one,];rahṣu [confident, devastated, drenched, flooded, submerged,];0.006
palhu [fearful, fearful one, fearsome, fearsome one,];lumnu [evil,];0.005
palhu [fearful, fearful one, fearsome, fearsome one,];salāmu [amity, be(come) at peace, be(come) at peace (with someone),];0.005
palhu [fearful, fearful one, fearsome, fearsome one,];pānu [front, unit,];0.005
palhu [fearful, fearful one, fearsome, fearsome one,];ilu [god,];0.004
palhu [fearful, fearful one, fearsome, fearsome one,];mūšu [night,];0.004
palhu [fearful, fearful one, fearsome, fearsome one,];ešertu [chapel, group of ten,];0.004
palhu [fearful, fearful one, fearsome, fearsome one,];šeʾû [seek, seek (out),];0.004
palhu [fearful, fearful one, fearsome, fearsome one,];hiṭītu [shortfall,];0.004
palhu [fearful, fearful one, fearsome, fearsome one,];naṣru [guarded, guarded one,];0.004
palhu [fearful, fearful one, fearsome, fearsome one,];agû [tiara, wave,];0.004
palhu [fearful, fearful one, fearsome, fearsome one,];zāninu [providing, provisioner,];0.004
palhu [fearful, fearful one, fearsome, fearsome one,];Gimiraya_E [?];0.004
palhu [fearful, fearful one, fearsome, fearsome one,];asû [physician,];0.004
palhu [fearful, fearful one, fearsome, fearsome one,];ṭābu [favourable, good, sweet,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];ittu [peculiarity, sign,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];qabû [said, say, speech, spoken,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];šakkanakku [(military) governor,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];narāmu [loved, loved one,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];uznu [ear,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];libbu [(a kind of bread), inner body, interior,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];rašû [acquire, acquired, be(come) red, possessing,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];Bel [?];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];šarru [bent, king,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];Ebabbar_P [?];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];mayyālu [bed,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];šittu [excrement, remnant, sleep,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];Ezida_P [?];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];muddišu [one who renews, restorer,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];alāku [go, multiply, travel,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];ṣillu [shade,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];râbu [quake, replace, tremble,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];qâlu [pay attention,];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];Urarṭaya_E [?];0.003
palhu [fearful, fearful one, fearsome, fearsome one,];šemû [accept (prayer), hear, heard, hearing, informed,];0.002
palhu [fearful, fearful one, fearsome, fearsome one,];nabû [call, called, called one, name,];0.002
palhu [fearful, fearful one, fearsome, fearsome one,];bēlu [lord,];0.002
palhu [fearful, fearful one, fearsome, fearsome one,];lemnu [bad, bad one, evil, evil one,];0.002
palāhu [be(come) afraid, fear,];rasānu [soak,];0.01
palāhu [be(come) afraid, fear,];namurratu [awe-inspiring radiance,];0.009
palāhu [be(come) afraid, fear,];nakādu [beat,];0.008
palāhu [be(come) afraid, fear,];Belet-Arbail [?];0.008
palāhu [be(come) afraid, fear,];rāsinūtu [activity of tanner,];0.007
palāhu [be(come) afraid, fear,];šitmuru [praised, very wild,];0.007
palāhu [be(come) afraid, fear,];naquttu [critical situation,];0.007
palāhu [be(come) afraid, fear,];tārītu [nurse,];0.007
palāhu [be(come) afraid, fear,];haṣāṣu [erect (reed hut), snap off,];0.006
palāhu [be(come) afraid, fear,];kakku [stick, weapon,];0.006
palāhu [be(come) afraid, fear,];palāhu [be(come) afraid, fear,];0.006
palāhu [be(come) afraid, fear,];šarru [bent, king,];0.005
palāhu [be(come) afraid, fear,];ilu [god,];0.005
palāhu [be(come) afraid, fear,];niqittu [anxiety, retaliation,];0.005
palāhu [be(come) afraid, fear,];galātu [tremble,];0.005
palāhu [be(come) afraid, fear,];pānu [front, unit,];0.005
palāhu [be(come) afraid, fear,];munehhu [who repulses,];0.005
palāhu [be(come) afraid, fear,];egû [be(come) lazy, negligent,];0.005
palāhu [be(come) afraid, fear,];anzillu [taboo,];0.005
palāhu [be(come) afraid, fear,];galû [be deported, be(come) deported,];0.005
palāhu [be(come) afraid, fear,];libbu [(a kind of bread), inner body, interior,];0.004
palāhu [be(come) afraid, fear,];napištu [throat,];0.004
palāhu [be(come) afraid, fear,];tāhāzu [battle,];0.004
palāhu [be(come) afraid, fear,];ashar [(a kind of stone),];0.004
palāhu [be(come) afraid, fear,];ṣabātu [seize,];0.004
palāhu [be(come) afraid, fear,];muhhu [skull,];0.004
palāhu [be(come) afraid, fear,];nadānu [gift, give,];0.004
palāhu [be(come) afraid, fear,];baṭlu [ceased,];0.004
palāhu [be(come) afraid, fear,];dannu [(large)vat, strong, strong one,];0.004
palāhu [be(come) afraid, fear,];ezēbu [leave,];0.004
palāhu [be(come) afraid, fear,];Arbakku_P [?];0.004
palāhu [be(come) afraid, fear,];šarrūtu [kingship,];0.004
palāhu [be(come) afraid, fear,];wašāru [sink down,];0.004
palāhu [be(come) afraid, fear,];bēlu [lord,];0.004
palāhu [be(come) afraid, fear,];ilūtu [divinity, godhead,];0.004
palāhu [be(come) afraid, fear,];wašru [submissive, submissive one,];0.004
palāhu [be(come) afraid, fear,];mūdû [knower, knowing,];0.004
palāhu [be(come) afraid, fear,];Yaudayu_E [?];0.004
palāhu [be(come) afraid, fear,];Gimirayu_E [?];0.004
palāhu [be(come) afraid, fear,];kizû [animal-trainer,];0.004
palāhu [be(come) afraid, fear,];harādu [be(come) awake,];0.004
palāhu [be(come) afraid, fear,];tukkulu [encouraged,];0.004
palāhu [be(come) afraid, fear,];abu&&abu [father&&father,];0.004
palāhu [be(come) afraid, fear,];bâšu [be(come) ashamed, come to shame,];0.003
palāhu [be(come) afraid, fear,];šakānu [put,];0.003
palāhu [be(come) afraid, fear,];ālu [city, ram, town, village,];0.003
palāhu [be(come) afraid, fear,];kappu [curved, hand, wing,];0.003
palāhu [be(come) afraid, fear,];zikru [utterance,];0.003
palāhu [be(come) afraid, fear,];pû [chaff, mouth,];0.003
palāhu [be(come) afraid, fear,];qaštu [bow,];0.003
pardu [afraid, frightened, terrifying,];šuttu [dream,];0.032
pardu [afraid, frightened, terrifying,];hinqu [constriction,];0.024
pardu [afraid, frightened, terrifying,];šibsātu [anger,];0.017
pardu [afraid, frightened, terrifying,];parsu [cut off, divided, divided one,];0.015
pardu [afraid, frightened, terrifying,];dalhu [troubled, troubled one,];0.013
pardu [afraid, frightened, terrifying,];lemnu [bad, bad one, evil, evil one,];0.012
pardu [afraid, frightened, terrifying,];ittu [peculiarity, sign,];0.012
pardu [afraid, frightened, terrifying,];šāʾilu [asker, dream interpreter,];0.012
pardu [afraid, frightened, terrifying,];muhalliqu [one who destroys, one who loses,];0.01
pardu [afraid, frightened, terrifying,];mūtu [death,];0.008
pardu [afraid, frightened, terrifying,];liptu [(sense of) touch, attack (of illness), touch, undertaking,];0.008
pardu [afraid, frightened, terrifying,];têrtu [instruction,];0.007
pardu [afraid, frightened, terrifying,];mūšu [night,];0.006
pardu [afraid, frightened, terrifying,];šerru [(young) child,];0.006
pardu [afraid, frightened, terrifying,];nâlu [lie down, lie down (to sleep),];0.006
pardu [afraid, frightened, terrifying,];išû [have, having,];0.005
pardu [afraid, frightened, terrifying,];waldu [born,];0.005
pardu [afraid, frightened, terrifying,];alaktu [way,];0.005
pardu [afraid, frightened, terrifying,];mītu [dead, dead man, dead person,];0.004
pardu [afraid, frightened, terrifying,];tarṣu [before, correct, extent, straight, stretched out,];0.004
pardu [afraid, frightened, terrifying,];haṭû [defective, do wrong,];0.004
pardu [afraid, frightened, terrifying,];šīru [flesh, ominous part,];0.003
pardu [afraid, frightened, terrifying,];šamšu [sun,];0.003
pardu [afraid, frightened, terrifying,];īnu [eye,];0.003
pardu [afraid, frightened, terrifying,];antallû [eclipse,];0.003
pardu [afraid, frightened, terrifying,];ṭābu [favourable, good, sweet,];0.003
pardu [afraid, frightened, terrifying,];lumnu [evil,];0.003
pardu [afraid, frightened, terrifying,];awātu [word,];0.003
pardu [afraid, frightened, terrifying,];naqû [pour (a libation), poured, sacrifice,];0.003
pardu [afraid, frightened, terrifying,];adānu [fixed date, fixed time,];0.003
pardu [afraid, frightened, terrifying,];ilu [god,];0.002
pardu [afraid, frightened, terrifying,];paṭāru [loosen, untie,];0.002
pardu [afraid, frightened, terrifying,];pašāru [loosen, release,];0.002
pardu [afraid, frightened, terrifying,];zēru [hated, hated one, seed, seed(s), seed-measure,];0.002
pardu [afraid, frightened, terrifying,];lawû [besieged, surround, surrounded,];0.002
pardu [afraid, frightened, terrifying,];kīnu [correct, permanent, permanent one, true,];0.002
pardu [afraid, frightened, terrifying,];immeru [ram, sheep,];0.002
pardu [afraid, frightened, terrifying,];malû [abundance, be(come) full, full, matted (body) hair, matted hair,];0.002
pardu [afraid, frightened, terrifying,];nišu [people,];0.001
pardu [afraid, frightened, terrifying,];libbu [(a kind of bread), inner body, interior,];0.001
pardu [afraid, frightened, terrifying,];šakānu [put,];0.001
